Index,Positive Score,Negative Score,Polarity Score,Subjectivity Score
177,0,1,-0.9999990000010001,0.16666663888889352
178,0,0,0.0,0.0
179,0,0,0.0,0.0
180,0,2,-0.99999950000025,0.285714244897965
181,0,0,0.0,0.0
182,1,0,0.9999990000010001,0.11111109876543349
183,0,0,0.0,0.0
184,0,0,0.0,0.0
185,0,3,-0.9999996666667778,0.33333329629630043
186,0,0,0.0,0.0
187,0,0,0.0,0.0
188,0,1,-0.9999990000010001,0.16666663888889352
189,0,0,0.0,0.0
190,2,0,0.99999950000025,0.33333327777778704
191,2,1,0.33333322222225925,0.3749999531250059
192,0,0,0.0,0.0
193,0,0,0.0,0.0
194,0,1,-0.9999990000010001,0.199999960000008
195,0,0,0.0,0.0
196,0,1,-0.9999990000010001,0.12499998437500197
197,1,0,0.9999990000010001,0.12499998437500197
198,1,1,0.0,0.33333327777778704
199,1,0,0.9999990000010001,0.09999999000000101
200,0,1,-0.9999990000010001,0.199999960000008
201,1,0,0.9999990000010001,0.12499998437500197
202,0,0,0.0,0.0
203,1,0,0.9999990000010001,0.11111109876543349
204,1,2,-0.33333322222225925,0.3749999531250059
205,0,1,-0.9999990000010001,0.199999960000008
206,0,0,0.0,0.0
207,0,2,-0.99999950000025,0.285714244897965
208,0,1,-0.9999990000010001,0.199999960000008
209,0,2,-0.99999950000025,0.285714244897965
210,0,2,-0.99999950000025,0.19999998000000202
211,1,0,0.9999990000010001,0.12499998437500197
212,0,1,-0.9999990000010001,0.11111109876543349
213,0,1,-0.9999990000010001,0.16666663888889352
214,0,0,0.0,0.0
215,0,0,0.0,0.0
216,1,1,0.0,0.399999920000016
217,0,2,-0.99999950000025,0.1818181652892577
218,0,1,-0.9999990000010001,0.33333322222225925
219,0,0,0.0,0.0
220,0,0,0.0,0.0
221,0,0,0.0,0.0
222,0,1,-0.9999990000010001,0.199999960000008
223,0,2,-0.99999950000025,0.1818181652892577
224,0,0,0.0,0.0
225,0,1,-0.9999990000010001,0.12499998437500197
226,1,0,0.9999990000010001,0.199999960000008
227,0,0,0.0,0.0
228,0,0,0.0,0.0
229,0,3,-0.9999996666667778,0.4285713673469475
230,0,1,-0.9999990000010001,0.16666663888889352
231,0,2,-0.99999950000025,0.33333327777778704
232,1,0,0.9999990000010001,0.12499998437500197
233,0,0,0.0,0.0
234,0,0,0.0,0.0
235,0,0,0.0,0.0
236,0,0,0.0,0.0
237,1,0,0.9999990000010001,0.1428571224489825
238,1,0,0.9999990000010001,0.16666663888889352
239,0,2,-0.99999950000025,0.24999996875000394
240,0,0,0.0,0.0
241,0,0,0.0,0.0
242,1,0,0.9999990000010001,0.16666663888889352
243,0,1,-0.9999990000010001,0.1428571224489825
244,0,2,-0.99999950000025,0.33333327777778704
245,0,0,0.0,0.0
246,0,1,-0.9999990000010001,0.11111109876543349
247,0,0,0.0,0.0
248,0,3,-0.9999996666667778,0.4285713673469475
249,0,0,0.0,0.0
250,0,1,-0.9999990000010001,0.199999960000008
251,1,1,0.0,0.285714244897965
252,0,2,-0.99999950000025,0.33333327777778704
253,0,0,0.0,0.0
254,2,1,0.33333322222225925,0.299999970000003
255,0,0,0.0,0.0
256,0,0,0.0,0.0
257,0,0,0.0,0.0
258,0,0,0.0,0.0
259,0,1,-0.9999990000010001,0.199999960000008
260,2,1,0.33333322222225925,0.33333329629630043
261,0,1,-0.9999990000010001,0.16666663888889352
262,0,0,0.0,0.0
263,0,0,0.0,0.0
264,0,0,0.0,0.0
265,0,2,-0.99999950000025,0.24999996875000394
266,1,1,0.0,0.19999998000000202
267,0,0,0.0,0.0
268,0,0,0.0,0.0
269,0,0,0.0,0.0
270,0,1,-0.9999990000010001,0.1428571224489825
271,1,0,0.9999990000010001,0.12499998437500197
272,0,0,0.0,0.0
273,0,1,-0.9999990000010001,0.11111109876543349
274,0,0,0.0,0.0
275,0,0,0.0,0.0
276,2,0,0.99999950000025,0.22222219753086697
277,0,0,0.0,0.0
278,0,0,0.0,0.0
279,0,1,-0.9999990000010001,0.16666663888889352
280,0,2,-0.99999950000025,0.22222219753086697
281,0,1,-0.9999990000010001,0.12499998437500197
282,0,0,0.0,0.0
283,0,1,-0.9999990000010001,0.09090908264462885
284,0,1,-0.9999990000010001,0.1428571224489825
285,0,0,0.0,0.0
286,0,5,-0.99999980000004,0.99999980000004
287,1,0,0.9999990000010001,0.16666663888889352
288,1,0,0.9999990000010001,0.1428571224489825
289,0,0,0.0,0.0
290,0,1,-0.9999990000010001,0.12499998437500197
291,2,0,0.99999950000025,0.33333327777778704
292,1,0,0.9999990000010001,0.09999999000000101
293,0,0,0.0,0.0
294,0,0,0.0,0.0
295,0,1,-0.9999990000010001,0.1428571224489825
296,0,0,0.0,0.0
297,0,1,-0.9999990000010001,0.1428571224489825
298,1,1,0.0,0.399999920000016
299,0,0,0.0,0.0
300,1,0,0.9999990000010001,0.1428571224489825
301,0,0,0.0,0.0
302,0,0,0.0,0.0
303,1,0,0.9999990000010001,0.1428571224489825
304,0,0,0.0,0.0
305,0,1,-0.9999990000010001,0.09999999000000101
306,0,0,0.0,0.0
307,0,0,0.0,0.0
308,0,0,0.0,0.0
309,0,0,0.0,0.0
310,0,2,-0.99999950000025,0.399999920000016
311,0,0,0.0,0.0
312,0,1,-0.9999990000010001,0.16666663888889352
313,0,0,0.0,0.0
314,1,0,0.9999990000010001,0.199999960000008
315,0,0,0.0,0.0
316,0,0,0.0,0.0
317,0,1,-0.9999990000010001,0.24999993750001562
318,0,0,0.0,0.0
319,0,0,0.0,0.0
320,0,2,-0.99999950000025,0.285714244897965
321,0,0,0.0,0.0
322,0,0,0.0,0.0
323,0,0,0.0,0.0
324,1,0,0.9999990000010001,0.24999993750001562
325,0,0,0.0,0.0
326,1,0,0.9999990000010001,0.16666663888889352
327,0,1,-0.9999990000010001,0.199999960000008
328,1,1,0.0,0.19999998000000202
329,0,1,-0.9999990000010001,0.12499998437500197
330,0,0,0.0,0.0
331,1,2,-0.33333322222225925,0.33333329629630043
332,2,0,0.99999950000025,0.24999996875000394
333,2,1,0.33333322222225925,0.3749999531250059
334,0,0,0.0,0.0
335,2,0,0.99999950000025,0.285714244897965
336,0,0,0.0,0.0
337,0,1,-0.9999990000010001,0.199999960000008
338,0,1,-0.9999990000010001,0.199999960000008
339,1,1,0.0,0.33333327777778704
340,1,0,0.9999990000010001,0.16666663888889352
341,0,1,-0.9999990000010001,0.12499998437500197
342,0,1,-0.9999990000010001,0.11111109876543349
343,0,1,-0.9999990000010001,0.1428571224489825
344,0,1,-0.9999990000010001,0.499999750000125
345,0,0,0.0,0.0
346,0,1,-0.9999990000010001,0.12499998437500197
347,0,0,0.0,0.0
348,0,1,-0.9999990000010001,0.16666663888889352
349,0,0,0.0,0.0
350,0,0,0.0,0.0
351,0,0,0.0,0.0
352,0,0,0.0,0.0
353,0,0,0.0,0.0
354,0,1,-0.9999990000010001,0.1428571224489825
355,0,1,-0.9999990000010001,0.199999960000008
356,1,0,0.9999990000010001,0.1428571224489825
357,0,2,-0.99999950000025,0.99999950000025
358,0,1,-0.9999990000010001,0.16666663888889352
359,0,0,0.0,0.0
360,0,3,-0.9999996666667778,0.599999880000024
361,0,0,0.0,0.0
362,0,1,-0.9999990000010001,0.1428571224489825
363,1,1,0.0,0.24999996875000394
364,1,0,0.9999990000010001,0.11111109876543349
365,0,0,0.0,0.0
366,0,2,-0.99999950000025,0.24999996875000394
367,0,2,-0.99999950000025,0.22222219753086697
368,1,1,0.0,0.33333327777778704
369,2,0,0.99999950000025,0.285714244897965
370,1,0,0.9999990000010001,0.1428571224489825
371,2,0,0.99999950000025,0.285714244897965
372,0,1,-0.9999990000010001,0.199999960000008
373,0,0,0.0,0.0
374,0,0,0.0,0.0
375,2,0,0.99999950000025,0.399999920000016
376,0,0,0.0,0.0
377,0,0,0.0,0.0
378,0,0,0.0,0.0
379,0,2,-0.99999950000025,0.285714244897965
380,0,1,-0.9999990000010001,0.09999999000000101
381,0,0,0.0,0.0
382,1,1,0.0,0.285714244897965
383,0,0,0.0,0.0
384,0,3,-0.9999996666667778,0.3749999531250059
385,0,0,0.0,0.0
386,0,1,-0.9999990000010001,0.1428571224489825
387,0,3,-0.9999996666667778,0.49999991666668053
388,0,1,-0.9999990000010001,0.12499998437500197
389,0,1,-0.9999990000010001,0.11111109876543349
390,1,0,0.9999990000010001,0.199999960000008
391,0,1,-0.9999990000010001,0.16666663888889352
392,1,1,0.0,0.19999998000000202
393,0,4,-0.9999997500000625,0.24999998437500096
394,0,0,0.0,0.0
395,0,0,0.0,0.0
396,0,2,-0.99999950000025,0.285714244897965
397,0,0,0.0,0.0
398,0,1,-0.9999990000010001,0.16666663888889352
399,0,0,0.0,0.0
400,0,0,0.0,0.0
401,0,0,0.0,0.0
402,0,0,0.0,0.0
403,2,1,0.33333322222225925,0.33333329629630043
404,0,0,0.0,0.0
405,0,0,0.0,0.0
406,0,0,0.0,0.0
407,1,2,-0.33333322222225925,0.23076921301775286
408,0,1,-0.9999990000010001,0.199999960000008
409,0,0,0.0,0.0
410,1,1,0.0,0.24999996875000394
411,0,0,0.0,0.0
412,0,1,-0.9999990000010001,0.12499998437500197
413,0,1,-0.9999990000010001,0.1428571224489825
414,0,1,-0.9999990000010001,0.16666663888889352
415,0,2,-0.99999950000025,0.33333327777778704
416,0,4,-0.9999997500000625,0.4999999375000079
417,0,1,-0.9999990000010001,0.16666663888889352
418,0,1,-0.9999990000010001,0.24999993750001562
419,0,1,-0.9999990000010001,0.11111109876543349
420,0,1,-0.9999990000010001,0.16666663888889352
421,0,1,-0.9999990000010001,0.16666663888889352
422,0,1,-0.9999990000010001,0.16666663888889352
423,0,0,0.0,0.0
424,0,0,0.0,0.0
425,0,0,0.0,0.0
426,0,2,-0.99999950000025,0.22222219753086697
427,0,0,0.0,0.0
428,0,2,-0.99999950000025,0.24999996875000394
429,0,0,0.0,0.0
430,0,0,0.0,0.0
431,1,1,0.0,0.399999920000016
432,0,0,0.0,0.0
433,0,0,0.0,0.0
434,0,3,-0.9999996666667778,0.49999991666668053
435,0,0,0.0,0.0
436,0,0,0.0,0.0
437,0,1,-0.9999990000010001,0.199999960000008
438,0,0,0.0,0.0
439,0,0,0.0,0.0
440,1,0,0.9999990000010001,0.16666663888889352
441,0,1,-0.9999990000010001,0.199999960000008
442,0,2,-0.99999950000025,0.19999998000000202
443,1,3,-0.49999987500003124,0.4999999375000079
444,1,0,0.9999990000010001,0.06666666222222252
445,0,2,-0.99999950000025,0.285714244897965
446,0,2,-0.99999950000025,0.33333327777778704
447,1,1,0.0,0.24999996875000394
448,2,3,-0.199999960000008,0.3571428316326549
449,1,1,0.0,0.399999920000016
450,0,1,-0.9999990000010001,0.16666663888889352
451,0,1,-0.9999990000010001,0.12499998437500197
452,0,0,0.0,0.0
453,0,1,-0.9999990000010001,0.199999960000008
454,0,2,-0.99999950000025,0.33333327777778704
455,0,1,-0.9999990000010001,0.16666663888889352
456,0,0,0.0,0.0
457,0,0,0.0,0.0
458,0,0,0.0,0.0
459,1,1,0.0,0.33333327777778704
460,0,0,0.0,0.0
461,0,1,-0.9999990000010001,0.16666663888889352
462,0,1,-0.9999990000010001,0.16666663888889352
463,1,1,0.0,0.399999920000016
464,1,0,0.9999990000010001,0.199999960000008
465,0,0,0.0,0.0
466,0,0,0.0,0.0
467,0,2,-0.99999950000025,0.49999987500003124
468,0,1,-0.9999990000010001,0.16666663888889352
469,1,0,0.9999990000010001,0.1428571224489825
470,2,0,0.99999950000025,0.399999920000016
471,0,0,0.0,0.0
472,0,0,0.0,0.0
473,0,1,-0.9999990000010001,0.09999999000000101
474,0,0,0.0,0.0
475,0,0,0.0,0.0
476,0,0,0.0,0.0
477,0,2,-0.99999950000025,0.22222219753086697
478,1,0,0.9999990000010001,0.16666663888889352
479,0,0,0.0,0.0
480,0,0,0.0,0.0
481,0,1,-0.9999990000010001,0.16666663888889352
482,0,0,0.0,0.0
483,0,0,0.0,0.0
484,0,1,-0.9999990000010001,0.199999960000008
485,0,2,-0.99999950000025,0.24999996875000394
486,0,1,-0.9999990000010001,0.16666663888889352
487,0,1,-0.9999990000010001,0.199999960000008
488,1,1,0.0,0.24999996875000394
489,0,0,0.0,0.0
490,0,2,-0.99999950000025,0.285714244897965
491,0,0,0.0,0.0
492,0,0,0.0,0.0
493,2,0,0.99999950000025,0.24999996875000394
494,1,2,-0.33333322222225925,0.3749999531250059
495,0,1,-0.9999990000010001,0.1428571224489825
496,0,0,0.0,0.0
497,0,1,-0.9999990000010001,0.199999960000008
498,0,0,0.0,0.0
499,0,0,0.0,0.0
500,0,0,0.0,0.0
501,0,0,0.0,0.0
502,0,1,-0.9999990000010001,0.1428571224489825
503,0,1,-0.9999990000010001,0.09090908264462885
504,0,0,0.0,0.0
505,0,1,-0.9999990000010001,0.12499998437500197
506,1,1,0.0,0.19999998000000202
507,0,0,0.0,0.0
508,0,0,0.0,0.0
509,0,0,0.0,0.0
510,1,0,0.9999990000010001,0.16666663888889352
511,1,0,0.9999990000010001,0.11111109876543349
512,0,4,-0.9999997500000625,0.39999996000000404
513,0,2,-0.99999950000025,0.24999996875000394
514,0,1,-0.9999990000010001,0.12499998437500197
515,1,0,0.9999990000010001,0.1428571224489825
516,0,0,0.0,0.0
517,1,0,0.9999990000010001,0.199999960000008
518,0,0,0.0,0.0
519,0,0,0.0,0.0
520,0,1,-0.9999990000010001,0.199999960000008
521,0,0,0.0,0.0
522,0,1,-0.9999990000010001,0.16666663888889352
523,0,0,0.0,0.0
524,0,0,0.0,0.0
525,2,3,-0.199999960000008,0.499999950000005
526,0,0,0.0,0.0
527,0,0,0.0,0.0
528,0,0,0.0,0.0
529,0,0,0.0,0.0
530,0,1,-0.9999990000010001,0.9999990000010001
531,0,1,-0.9999990000010001,0.09999999000000101
532,0,0,0.0,0.0
533,0,1,-0.9999990000010001,0.199999960000008
534,0,1,-0.9999990000010001,0.9999990000010001
535,0,0,0.0,0.0
536,0,3,-0.9999996666667778,0.2499999791666684
537,0,1,-0.9999990000010001,0.199999960000008
538,0,1,-0.9999990000010001,0.12499998437500197
539,0,1,-0.9999990000010001,0.199999960000008
540,0,0,0.0,0.0
541,0,0,0.0,0.0
542,1,2,-0.33333322222225925,0.599999880000024
543,0,0,0.0,0.0
544,0,3,-0.9999996666667778,0.4285713673469475
545,0,1,-0.9999990000010001,0.09999999000000101
546,0,1,-0.9999990000010001,0.16666663888889352
547,0,0,0.0,0.0
548,0,1,-0.9999990000010001,0.11111109876543349
549,0,1,-0.9999990000010001,0.1428571224489825
550,0,1,-0.9999990000010001,0.11111109876543349
551,0,0,0.0,0.0
552,0,1,-0.9999990000010001,0.199999960000008
553,0,2,-0.99999950000025,0.399999920000016
554,0,0,0.0,0.0
555,1,0,0.9999990000010001,0.16666663888889352
556,1,1,0.0,0.24999996875000394
557,0,0,0.0,0.0
558,0,0,0.0,0.0
559,0,1,-0.9999990000010001,0.16666663888889352
560,1,0,0.9999990000010001,0.16666663888889352
561,0,1,-0.9999990000010001,0.11111109876543349
562,0,0,0.0,0.0
563,0,0,0.0,0.0
564,1,0,0.9999990000010001,0.199999960000008
565,2,1,0.33333322222225925,0.599999880000024
566,0,0,0.0,0.0
567,0,0,0.0,0.0
568,0,1,-0.9999990000010001,0.12499998437500197
569,0,0,0.0,0.0
570,0,1,-0.9999990000010001,0.12499998437500197
571,0,0,0.0,0.0
572,0,1,-0.9999990000010001,0.16666663888889352
573,0,1,-0.9999990000010001,0.1428571224489825
574,1,0,0.9999990000010001,0.11111109876543349
575,0,0,0.0,0.0
576,1,1,0.0,0.19999998000000202
577,0,0,0.0,0.0
578,0,0,0.0,0.0
579,0,0,0.0,0.0
580,0,1,-0.9999990000010001,0.16666663888889352
581,0,0,0.0,0.0
582,1,1,0.0,0.24999996875000394
583,0,0,0.0,0.0
584,1,0,0.9999990000010001,0.24999993750001562
585,0,1,-0.9999990000010001,0.12499998437500197
586,0,0,0.0,0.0
587,0,0,0.0,0.0
588,0,0,0.0,0.0
589,0,0,0.0,0.0
590,0,1,-0.9999990000010001,0.16666663888889352
591,2,0,0.99999950000025,0.24999996875000394
592,0,0,0.0,0.0
593,0,0,0.0,0.0
594,0,3,-0.9999996666667778,0.599999880000024
595,1,0,0.9999990000010001,0.09090908264462885
596,1,1,0.0,0.24999996875000394
597,0,0,0.0,0.0
598,1,0,0.9999990000010001,0.1428571224489825
599,0,0,0.0,0.0
600,0,0,0.0,0.0
601,0,0,0.0,0.0
602,0,3,-0.9999996666667778,0.49999991666668053
603,0,1,-0.9999990000010001,0.16666663888889352
604,0,3,-0.9999996666667778,0.49999991666668053
605,0,0,0.0,0.0
606,1,1,0.0,0.285714244897965
607,0,1,-0.9999990000010001,0.12499998437500197
608,0,0,0.0,0.0
609,0,3,-0.9999996666667778,0.49999991666668053
610,0,0,0.0,0.0
611,0,2,-0.99999950000025,0.24999996875000394
612,0,0,0.0,0.0
613,0,0,0.0,0.0
614,0,2,-0.99999950000025,0.285714244897965
615,0,0,0.0,0.0
616,0,0,0.0,0.0
617,1,0,0.9999990000010001,0.16666663888889352
618,0,2,-0.99999950000025,0.33333327777778704
619,1,0,0.9999990000010001,0.1428571224489825
620,0,0,0.0,0.0
621,1,0,0.9999990000010001,0.08333332638888948
622,0,4,-0.9999997500000625,0.39999996000000404
623,0,1,-0.9999990000010001,0.16666663888889352
624,0,0,0.0,0.0
625,0,1,-0.9999990000010001,0.12499998437500197
626,1,1,0.0,0.33333327777778704
627,0,0,0.0,0.0
628,0,0,0.0,0.0
629,2,0,0.99999950000025,0.1818181652892577
630,0,0,0.0,0.0
631,0,1,-0.9999990000010001,0.09999999000000101
632,0,0,0.0,0.0
633,0,1,-0.9999990000010001,0.1428571224489825
634,1,0,0.9999990000010001,0.09999999000000101
635,0,0,0.0,0.0
636,1,0,0.9999990000010001,0.1428571224489825
637,0,0,0.0,0.0
638,1,0,0.9999990000010001,0.16666663888889352
639,0,2,-0.99999950000025,0.22222219753086697
640,1,0,0.9999990000010001,0.1428571224489825
641,0,0,0.0,0.0
642,0,0,0.0,0.0
643,0,0,0.0,0.0
644,0,1,-0.9999990000010001,0.16666663888889352
645,0,0,0.0,0.0
646,0,1,-0.9999990000010001,0.11111109876543349
647,1,3,-0.49999987500003124,0.6666665555555741
648,0,0,0.0,0.0
649,0,0,0.0,0.0
650,3,1,0.49999987500003124,0.39999996000000404
651,0,1,-0.9999990000010001,0.24999993750001562
652,0,2,-0.99999950000025,0.285714244897965
653,1,0,0.9999990000010001,0.12499998437500197
654,0,0,0.0,0.0
655,0,0,0.0,0.0
656,0,1,-0.9999990000010001,0.09999999000000101
657,0,1,-0.9999990000010001,0.16666663888889352
658,0,2,-0.99999950000025,0.14285713265306196
659,0,2,-0.99999950000025,0.33333327777778704
660,1,1,0.0,0.399999920000016
661,0,0,0.0,0.0
662,1,2,-0.33333322222225925,0.33333329629630043
663,0,0,0.0,0.0
664,1,0,0.9999990000010001,0.1428571224489825
665,0,0,0.0,0.0
666,1,0,0.9999990000010001,0.16666663888889352
667,0,2,-0.99999950000025,0.22222219753086697
668,0,1,-0.9999990000010001,0.09999999000000101
669,0,1,-0.9999990000010001,0.199999960000008
670,0,3,-0.9999996666667778,0.3749999531250059
671,0,0,0.0,0.0
672,1,0,0.9999990000010001,0.1428571224489825
673,0,0,0.0,0.0
674,0,0,0.0,0.0
675,0,0,0.0,0.0
676,0,1,-0.9999990000010001,0.16666663888889352
677,0,1,-0.9999990000010001,0.199999960000008
678,0,0,0.0,0.0
679,0,1,-0.9999990000010001,0.1428571224489825
680,0,0,0.0,0.0
681,1,0,0.9999990000010001,0.11111109876543349
682,0,0,0.0,0.0
683,0,0,0.0,0.0
684,0,0,0.0,0.0
685,0,1,-0.9999990000010001,0.1428571224489825
686,0,0,0.0,0.0
687,0,1,-0.9999990000010001,0.1428571224489825
688,0,0,0.0,0.0
689,0,0,0.0,0.0
690,1,1,0.0,0.19999998000000202
691,0,2,-0.99999950000025,0.19999998000000202
692,0,0,0.0,0.0
693,0,2,-0.99999950000025,0.19999998000000202
694,0,1,-0.9999990000010001,0.11111109876543349
695,0,2,-0.99999950000025,0.22222219753086697
696,0,2,-0.99999950000025,0.285714244897965
697,0,0,0.0,0.0
698,0,0,0.0,0.0
699,1,0,0.9999990000010001,0.199999960000008
700,0,1,-0.9999990000010001,0.11111109876543349
701,0,1,-0.9999990000010001,0.199999960000008
702,0,0,0.0,0.0
703,1,0,0.9999990000010001,0.12499998437500197
704,2,0,0.99999950000025,0.399999920000016
705,0,0,0.0,0.0
706,0,1,-0.9999990000010001,0.24999993750001562
